,Year,communityID,main_toilet_type,sewage_sys,waste_management,road_type,province,city,urban_nbs
0,2011,0540541,5 Open-air,2 No,1 Moved away by truck,1 Paved road,ËÄ´¨Ê¡,³É¶¼ÊÐ,Urban
1,2011,0540541,5 Open-air,2 No,1 Moved away by truck,1 Paved road,ËÄ´¨Ê¡,³É¶¼ÊÐ,Urban
2,2011,0540541,5 Open-air,2 No,1 Moved away by truck,1 Paved road,ËÄ´¨Ê¡,³É¶¼ÊÐ,Urban
