Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2015,0563021290,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021410,0563021,2 No,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021390,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021100,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021160,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021150,0563021,1 Yes,3.0,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021020,0563021,1 Yes,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021370,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021340,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021270,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021320,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021180,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021220,0563021,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563021400,0563021,2 No,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022240,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022290,0563022,1 Yes,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022220,0563022,1 Yes,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022200,0563022,1 Yes,2 Water Heater Installed by The Household,4 Liquefied Petroleum Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022270,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022040,0563022,2 No,3.0,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022330,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022320,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022120,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022010,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022160,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022110,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022230,0563022,2 No,3.0,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022250,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022140,0563022,2 No,3.0,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022020,0563022,1 Yes,3.0,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022130,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022170,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022190,0563022,1 Yes,3.0,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022070,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022060,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022180,0563022,2 No,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022050,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022030,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022100,0563022,1 Yes,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022090,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022150,0563022,1 Yes,3.0,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563022210,0563022,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462030,0563462,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462210,0563462,1 Yes,2 Water Heater Installed by The Household,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462020,0563462,1 Yes,2 Water Heater Installed by The Household,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462060,0563462,1 Yes,2 Water Heater Installed by The Household,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462170,0563462,2 No,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462130,0563462,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462180,0563462,2 No,3.0,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462150,0563462,1 Yes,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462110,0563462,2 No,2 Water Heater Installed by The Household,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462300,0563462,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462290,0563462,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462190,0563462,2 No,3.0,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462200,0563462,2 No,3.0,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462160,0563462,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462260,0563462,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462070,0563462,1 Yes,3.0,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462250,0563462,1 Yes,2 Water Heater Installed by The Household,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462100,0563462,1 Yes,2 Water Heater Installed by The Household,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462270,0563462,1 Yes,3.0,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462040,0563462,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462090,0563462,1 Yes,3.0,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462010,0563462,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462280,0563462,2 No,2 Water Heater Installed by The Household,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462120,0563462,1 Yes,3.0,6 Crop Residue/Wood Burning,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563462080,0563462,2 No,2 Water Heater Installed by The Household,1 Coal,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463140,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463070,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463080,0563463,2 No,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463250,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463220,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463150,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463030,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463110,0563463,1 Yes,2 Water Heater Installed by The Household,5 Electric,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463190,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463090,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463060,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463120,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463230,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463050,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463010,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463200,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463280,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463290,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463040,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463270,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463160,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
2015,0563463320,0563463,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ËÄ´¨Ê¡,ÒË±öÊÐ,Urban
