Year,HouseHoldID,communityID,has_running_water,inhouse_shower_Bath,cooking_fuel_source,province,city,urban_nbs
2015,0104461310,0104461,1 Yes,2 Water Heater Installed by The Household,2 Natural Gas,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461170,0104461,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461020,0104461,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461290,0104461,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461210,0104461,2 No,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461190,0104461,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461250,0104461,2 No,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461070,0104461,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461090,0104461,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461200,0104461,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461220,0104461,1 Yes,2 Water Heater Installed by The Household,5 Electric,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461010,0104461,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461110,0104461,1 Yes,2 Water Heater Installed by The Household,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461080,0104461,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
2015,0104461240,0104461,1 Yes,3.0,6 Crop Residue/Wood Burning,ÔÆÄÏÊ¡,ÕÑÍ¨ÊÐ,Urban
