,Year,ID,HouseHoldID,communityID,birth_year,birth_month,birth_day,age,gender,province,city,urban_nbs
86,2015,347763302001,3477633020,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
87,2015,347763304002,3477633040,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
88,2015,347763312001,3477633120,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
89,2015,347763312002,3477633120,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
90,2015,347763303001,3477633030,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
91,2015,347763305001,3477633050,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
92,2015,347763305002,3477633050,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
93,2015,347763317002,3477633170,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
94,2015,347763314002,3477633140,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
95,2015,347763314001,3477633140,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
96,2015,347763301001,3477633010,3477633,1939.0,2.0,7.0,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
97,2015,347763315001,3477633150,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
98,2015,347763315002,3477633150,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
99,2015,347763306002,3477633060,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
100,2015,347763306001,3477633060,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
101,2015,347763313002,3477633130,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
102,2015,347763313001,3477633130,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
103,2015,347763311001,3477633110,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
104,2015,347763307002,3477633070,3477633,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
105,2015,347763307001,3477633070,3477633,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
106,2015,345233305002,3452333050,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
107,2015,345233305001,3452333050,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
108,2015,345233317001,3452333170,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
109,2015,345233328001,3452333280,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
110,2015,345233328002,3452333280,3452333,1959.0,6.0,19.0,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
111,2015,345233301002,3452333010,3452333,1962.0,9.0,18.0,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
112,2015,345233301001,3452333010,3452333,1965.0,6.0,23.0,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
113,2015,345233311001,3452333110,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
114,2015,345233311002,3452333110,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
115,2015,345233308001,3452333080,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
116,2015,345233308002,3452333080,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
117,2015,345233325001,3452333250,3452333,1953.0,6.0,0.0,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
118,2015,345233309002,3452333090,3452333,1965.0,10.0,26.0,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
119,2015,345233309001,3452333090,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
120,2015,345233306001,3452333060,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
121,2015,345233306002,3452333060,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
122,2015,345233302002,3452333020,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
123,2015,345233302003,3452333020,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
124,2015,345233324002,3452333240,3452333,1974.0,8.0,25.0,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
125,2015,345233324001,3452333240,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
126,2015,345233307002,3452333070,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
127,2015,345233307001,3452333070,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
128,2015,345233320001,3452333200,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
129,2015,345233312002,3452333120,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
130,2015,345233316001,3452333160,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
131,2015,345233316002,3452333160,3452333,1967.0,6.0,27.0,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
132,2015,345233303001,3452333030,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
133,2015,345233304001,3452333040,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
134,2015,345233323001,3452333230,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
135,2015,345233326002,3452333260,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
136,2015,345233326001,3452333260,3452333,1969.0,3.0,15.0,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
137,2015,345233318002,3452333180,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
138,2015,345233318001,3452333180,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
139,2015,345233314001,3452333140,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
140,2015,345233313001,3452333130,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
141,2015,345233322002,3452333220,3452333,,,,,2 female,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
142,2015,345233322001,3452333220,3452333,,,,,1 male,¹óÖÝÊ¡,Ç­ÄÏ²¼ÒÀ×åÃç×å×ÔÖÎÖÝ,Urban
